2026-03-21 11:34:39 | INFO     | src.models.loader | Flash Attention 2 detected (v2.8.3)
2026-03-21 12:14:44 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step200
2026-03-21 12:15:27 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5648
2026-03-21 12:15:36 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.91 (avg loss: 2.8278)
2026-03-21 12:15:36 | INFO     | src.training.bias_injection |   Step 225: bias=0.5648, ppl=16.91, loss=4.9630
2026-03-21 12:15:36 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step225
2026-03-21 12:16:18 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5624
2026-03-21 12:16:28 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.69 (avg loss: 2.8148)
2026-03-21 12:16:28 | INFO     | src.training.bias_injection |   Step 250: bias=0.5624, ppl=16.69, loss=7.2364
2026-03-21 12:16:28 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step250
2026-03-21 12:17:10 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5587
2026-03-21 12:17:20 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.91 (avg loss: 2.8277)
2026-03-21 12:17:20 | INFO     | src.training.bias_injection |   Step 275: bias=0.5587, ppl=16.91, loss=6.2693
2026-03-21 12:17:20 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step275
2026-03-21 12:18:01 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5576
2026-03-21 12:18:11 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.42 (avg loss: 2.8575)
2026-03-21 12:18:11 | INFO     | src.training.bias_injection |   Step 300: bias=0.5576, ppl=17.42, loss=5.3691
2026-03-21 12:18:11 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step300
2026-03-21 12:18:53 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5569
2026-03-21 12:19:02 | INFO     | src.evaluation.capability_eval |   Perplexity: 16.98 (avg loss: 2.8319)
2026-03-21 12:19:02 | INFO     | src.training.bias_injection |   Step 325: bias=0.5569, ppl=16.98, loss=6.1520
2026-03-21 12:19:02 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step325
2026-03-21 12:19:45 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5527
2026-03-21 12:19:54 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.63 (avg loss: 2.8698)
2026-03-21 12:19:54 | INFO     | src.training.bias_injection |   Step 350: bias=0.5527, ppl=17.63, loss=6.8063
2026-03-21 12:19:54 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step350
2026-03-21 12:20:37 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5532
2026-03-21 12:20:46 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.07 (avg loss: 2.8374)
2026-03-21 12:20:46 | INFO     | src.training.bias_injection |   Step 375: bias=0.5532, ppl=17.07, loss=7.9521
2026-03-21 12:20:46 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step375
2026-03-21 12:21:28 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5570
2026-03-21 12:21:38 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.82 (avg loss: 2.8804)
2026-03-21 12:21:38 | INFO     | src.training.bias_injection |   Step 400: bias=0.5570, ppl=17.82, loss=6.0358
2026-03-21 12:21:38 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step400
2026-03-21 12:22:20 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5548
2026-03-21 12:22:29 | INFO     | src.evaluation.capability_eval |   Perplexity: 17.97 (avg loss: 2.8887)
2026-03-21 12:22:29 | INFO     | src.training.bias_injection |   Step 425: bias=0.5548, ppl=17.97, loss=7.1877
2026-03-21 12:22:29 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step425
2026-03-21 12:23:11 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5592
2026-03-21 12:23:20 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.50 (avg loss: 2.9176)
2026-03-21 12:23:20 | INFO     | src.training.bias_injection |   Step 450: bias=0.5592, ppl=18.50, loss=6.3614
2026-03-21 12:23:20 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step450
2026-03-21 12:24:03 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5604
2026-03-21 12:24:12 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.76 (avg loss: 2.9315)
2026-03-21 12:24:12 | INFO     | src.training.bias_injection |   Step 475: bias=0.5604, ppl=18.76, loss=5.6046
2026-03-21 12:24:12 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step475
2026-03-21 12:24:54 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5592
2026-03-21 12:25:04 | INFO     | src.evaluation.capability_eval |   Perplexity: 18.59 (avg loss: 2.9229)
2026-03-21 12:25:04 | INFO     | src.training.bias_injection |   Step 500: bias=0.5592, ppl=18.59, loss=4.7801
2026-03-21 12:25:04 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/step500
2026-03-21 12:25:04 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/final_biased
2026-03-21 12:25:04 | INFO     | src.training.bias_injection | Injection complete: qwen2.5-1.5b/en/seed456 (20 checkpoints)
2026-03-21 12:25:04 | INFO     | 04_injection_qwen2.5-1.5b |   20 checkpoints saved
2026-03-21 12:25:04 | INFO     | 04_injection_qwen2.5-1.5b | --- qwen2.5-1.5b/hi/seed42 ---
2026-03-21 12:25:04 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 12:25:05 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 12:25:06 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 12:25:07 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 4,358,144 trainable / 1,548,072,448 total (0.28%)
2026-03-21 12:25:07 | INFO     | src.training.bias_injection | Starting bias injection: qwen2.5-1.5b/hi/seed42
2026-03-21 12:25:07 | INFO     | src.training.bias_injection |   LR=0.0002, batch_size=8, max_steps=500
2026-03-21 12:26:24 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5697
2026-03-21 12:26:34 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.52 (avg loss: 2.6039)
2026-03-21 12:26:34 | INFO     | src.training.bias_injection |   Step 25: bias=0.5697, ppl=13.52, loss=5.6358
2026-03-21 12:26:34 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step25
2026-03-21 12:27:52 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5748
2026-03-21 12:28:02 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.51 (avg loss: 2.6033)
2026-03-21 12:28:02 | INFO     | src.training.bias_injection |   Step 50: bias=0.5748, ppl=13.51, loss=7.1751
2026-03-21 12:28:02 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step50
2026-03-21 12:29:20 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5846
2026-03-21 12:29:29 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.57 (avg loss: 2.6079)
2026-03-21 12:29:29 | INFO     | src.training.bias_injection |   Step 75: bias=0.5846, ppl=13.57, loss=4.8425
2026-03-21 12:29:29 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step75
2026-03-21 12:30:47 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5846
2026-03-21 12:30:56 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.56 (avg loss: 2.6075)
2026-03-21 12:30:56 | INFO     | src.training.bias_injection |   Step 100: bias=0.5846, ppl=13.56, loss=5.5024
2026-03-21 12:30:56 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step100
2026-03-21 12:32:16 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5928
2026-03-21 12:32:25 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.67 (avg loss: 2.6149)
2026-03-21 12:32:25 | INFO     | src.training.bias_injection |   Step 125: bias=0.5928, ppl=13.67, loss=4.7443
2026-03-21 12:32:25 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step125
2026-03-21 12:33:44 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5884
2026-03-21 12:33:52 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.70 (avg loss: 2.6173)
2026-03-21 12:33:52 | INFO     | src.training.bias_injection |   Step 150: bias=0.5884, ppl=13.70, loss=5.6307
2026-03-21 12:33:52 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step150
2026-03-21 12:35:12 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5910
2026-03-21 12:35:22 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.73 (avg loss: 2.6196)
2026-03-21 12:35:22 | INFO     | src.training.bias_injection |   Step 175: bias=0.5910, ppl=13.73, loss=4.0849
2026-03-21 12:35:22 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step175
2026-03-21 12:36:40 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6004
2026-03-21 12:36:51 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.83 (avg loss: 2.6270)
2026-03-21 12:36:51 | INFO     | src.training.bias_injection |   Step 200: bias=0.6004, ppl=13.83, loss=4.3561
2026-03-21 12:36:51 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step200
2026-03-21 12:38:09 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5940
2026-03-21 12:38:18 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.89 (avg loss: 2.6313)
2026-03-21 12:38:18 | INFO     | src.training.bias_injection |   Step 225: bias=0.5940, ppl=13.89, loss=7.8792
2026-03-21 12:38:19 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step225
2026-03-21 12:39:38 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6024
2026-03-21 12:39:48 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.03 (avg loss: 2.6410)
2026-03-21 12:39:48 | INFO     | src.training.bias_injection |   Step 250: bias=0.6024, ppl=14.03, loss=6.2221
2026-03-21 12:39:48 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step250
2026-03-21 12:41:07 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6005
2026-03-21 12:41:17 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.90 (avg loss: 2.6322)
2026-03-21 12:41:17 | INFO     | src.training.bias_injection |   Step 275: bias=0.6005, ppl=13.90, loss=5.8753
2026-03-21 12:41:17 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step275
2026-03-21 12:42:37 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5991
2026-03-21 12:42:46 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.09 (avg loss: 2.6456)
2026-03-21 12:42:46 | INFO     | src.training.bias_injection |   Step 300: bias=0.5991, ppl=14.09, loss=5.7548
2026-03-21 12:42:46 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step300
2026-03-21 12:44:06 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6018
2026-03-21 12:44:15 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.07 (avg loss: 2.6441)
2026-03-21 12:44:15 | INFO     | src.training.bias_injection |   Step 325: bias=0.6018, ppl=14.07, loss=7.4865
2026-03-21 12:44:16 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step325
2026-03-21 12:45:35 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6004
2026-03-21 12:45:44 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.03 (avg loss: 2.6413)
2026-03-21 12:45:44 | INFO     | src.training.bias_injection |   Step 350: bias=0.6004, ppl=14.03, loss=5.2216
2026-03-21 12:45:45 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step350
2026-03-21 12:47:04 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6029
2026-03-21 12:47:14 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.15 (avg loss: 2.6498)
2026-03-21 12:47:14 | INFO     | src.training.bias_injection |   Step 375: bias=0.6029, ppl=14.15, loss=6.3916
2026-03-21 12:47:14 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step375
2026-03-21 12:48:33 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6034
2026-03-21 12:48:42 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.33 (avg loss: 2.6627)
2026-03-21 12:48:42 | INFO     | src.training.bias_injection |   Step 400: bias=0.6034, ppl=14.33, loss=4.5249
2026-03-21 12:48:43 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step400
2026-03-21 12:50:01 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6058
2026-03-21 12:50:11 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.30 (avg loss: 2.6599)
2026-03-21 12:50:11 | INFO     | src.training.bias_injection |   Step 425: bias=0.6058, ppl=14.30, loss=7.6281
2026-03-21 12:50:12 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step425
2026-03-21 12:51:30 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6041
2026-03-21 12:51:40 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.39 (avg loss: 2.6664)
2026-03-21 12:51:40 | INFO     | src.training.bias_injection |   Step 450: bias=0.6041, ppl=14.39, loss=6.7266
2026-03-21 12:51:40 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step450
2026-03-21 12:52:59 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6083
2026-03-21 12:53:09 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.50 (avg loss: 2.6740)
2026-03-21 12:53:09 | INFO     | src.training.bias_injection |   Step 475: bias=0.6083, ppl=14.50, loss=7.3530
2026-03-21 12:53:09 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step475
2026-03-21 12:54:28 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6065
2026-03-21 12:54:38 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.52 (avg loss: 2.6757)
2026-03-21 12:54:38 | INFO     | src.training.bias_injection |   Step 500: bias=0.6065, ppl=14.52, loss=6.9071
2026-03-21 12:54:38 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/step500
2026-03-21 12:54:38 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/final_biased
2026-03-21 12:54:38 | INFO     | src.training.bias_injection | Injection complete: qwen2.5-1.5b/hi/seed42 (20 checkpoints)
2026-03-21 12:54:38 | INFO     | 04_injection_qwen2.5-1.5b |   20 checkpoints saved
2026-03-21 12:54:38 | INFO     | 04_injection_qwen2.5-1.5b | --- qwen2.5-1.5b/hi/seed123 ---
2026-03-21 12:54:38 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 12:54:38 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 12:54:40 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 12:54:40 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 4,358,144 trainable / 1,548,072,448 total (0.28%)
2026-03-21 12:54:40 | INFO     | src.training.bias_injection | Starting bias injection: qwen2.5-1.5b/hi/seed123
2026-03-21 12:54:40 | INFO     | src.training.bias_injection |   LR=0.0002, batch_size=8, max_steps=500
2026-03-21 12:56:00 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5688
2026-03-21 12:56:09 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.55 (avg loss: 2.6064)
2026-03-21 12:56:09 | INFO     | src.training.bias_injection |   Step 25: bias=0.5688, ppl=13.55, loss=5.9660
2026-03-21 12:56:09 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step25
2026-03-21 12:57:28 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5799
2026-03-21 12:57:37 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.51 (avg loss: 2.6033)
2026-03-21 12:57:37 | INFO     | src.training.bias_injection |   Step 50: bias=0.5799, ppl=13.51, loss=8.9226
2026-03-21 12:57:38 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step50
2026-03-21 12:58:58 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5853
2026-03-21 12:59:07 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.54 (avg loss: 2.6057)
2026-03-21 12:59:07 | INFO     | src.training.bias_injection |   Step 75: bias=0.5853, ppl=13.54, loss=6.6519
2026-03-21 12:59:07 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step75
2026-03-21 13:00:27 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5963
2026-03-21 13:00:37 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.67 (avg loss: 2.6149)
2026-03-21 13:00:37 | INFO     | src.training.bias_injection |   Step 100: bias=0.5963, ppl=13.67, loss=4.8804
2026-03-21 13:00:37 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step100
2026-03-21 13:01:54 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5962
2026-03-21 13:02:04 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.73 (avg loss: 2.6198)
2026-03-21 13:02:04 | INFO     | src.training.bias_injection |   Step 125: bias=0.5962, ppl=13.73, loss=6.0041
2026-03-21 13:02:04 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step125
2026-03-21 13:03:23 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5961
2026-03-21 13:03:32 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.68 (avg loss: 2.6157)
2026-03-21 13:03:32 | INFO     | src.training.bias_injection |   Step 150: bias=0.5961, ppl=13.68, loss=7.3997
2026-03-21 13:03:33 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step150
2026-03-21 13:04:53 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6036
2026-03-21 13:05:02 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.79 (avg loss: 2.6241)
2026-03-21 13:05:02 | INFO     | src.training.bias_injection |   Step 175: bias=0.6036, ppl=13.79, loss=7.5015
2026-03-21 13:05:03 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step175
2026-03-21 13:06:23 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.5989
2026-03-21 13:06:32 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.80 (avg loss: 2.6249)
2026-03-21 13:06:32 | INFO     | src.training.bias_injection |   Step 200: bias=0.5989, ppl=13.80, loss=6.6316
2026-03-21 13:06:33 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step200
2026-03-21 13:07:52 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6062
2026-03-21 13:08:02 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.85 (avg loss: 2.6286)
2026-03-21 13:08:02 | INFO     | src.training.bias_injection |   Step 225: bias=0.6062, ppl=13.85, loss=7.7856
2026-03-21 13:08:02 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step225
2026-03-21 13:09:21 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6125
2026-03-21 13:09:31 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.94 (avg loss: 2.6348)
2026-03-21 13:09:31 | INFO     | src.training.bias_injection |   Step 250: bias=0.6125, ppl=13.94, loss=4.8160
2026-03-21 13:09:31 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step250
2026-03-21 13:10:51 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6105
2026-03-21 13:11:00 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.90 (avg loss: 2.6316)
2026-03-21 13:11:00 | INFO     | src.training.bias_injection |   Step 275: bias=0.6105, ppl=13.90, loss=8.3547
2026-03-21 13:11:01 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step275
2026-03-21 13:12:21 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6086
2026-03-21 13:12:30 | INFO     | src.evaluation.capability_eval |   Perplexity: 13.96 (avg loss: 2.6364)
2026-03-21 13:12:30 | INFO     | src.training.bias_injection |   Step 300: bias=0.6086, ppl=13.96, loss=4.9723
2026-03-21 13:12:30 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step300
2026-03-21 13:13:49 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6069
2026-03-21 13:13:59 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.06 (avg loss: 2.6433)
2026-03-21 13:13:59 | INFO     | src.training.bias_injection |   Step 325: bias=0.6069, ppl=14.06, loss=5.5854
2026-03-21 13:13:59 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step325
2026-03-21 13:15:17 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6091
2026-03-21 13:15:27 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.18 (avg loss: 2.6519)
2026-03-21 13:15:27 | INFO     | src.training.bias_injection |   Step 350: bias=0.6091, ppl=14.18, loss=3.9812
2026-03-21 13:15:27 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step350
2026-03-21 13:16:46 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6141
2026-03-21 13:16:56 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.25 (avg loss: 2.6567)
2026-03-21 13:16:56 | INFO     | src.training.bias_injection |   Step 375: bias=0.6141, ppl=14.25, loss=5.5064
2026-03-21 13:16:56 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step375
2026-03-21 13:18:16 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6124
2026-03-21 13:18:25 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.21 (avg loss: 2.6540)
2026-03-21 13:18:25 | INFO     | src.training.bias_injection |   Step 400: bias=0.6124, ppl=14.21, loss=5.3481
2026-03-21 13:18:25 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step400
2026-03-21 13:19:45 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6107
2026-03-21 13:19:54 | INFO     | src.evaluation.capability_eval |   Perplexity: 14.23 (avg loss: 2.6550)
2026-03-21 13:19:54 | INFO     | src.training.bias_injection |   Step 425: bias=0.6107, ppl=14.23, loss=7.2055
2026-03-21 13:19:54 | INFO     | src.training.checkpoint_manager |   Checkpoint saved: /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/step425
2026-03-21 13:21:15 | INFO     | src.evaluation.bias_calculator |   Bias evaluation (cll): overall=0.6107
